Geography,Geographic area,Geographic area,Total population
North Dakota,"North Dakota - Ghylin township, Burleigh County","Ghylin township, Burleigh County",41
North Dakota,"North Dakota - Gibbs township, Burleigh County","Gibbs township, Burleigh County",1858
North Dakota,"North Dakota - Gilby city, Grand Forks County","Gilby city, Grand Forks County",237
North Dakota,"North Dakota - Gilby township, Grand Forks County","Gilby township, Grand Forks County",79
North Dakota,"North Dakota - Gill township, Cass County","Gill township, Cass County",117
North Dakota,"North Dakota - Gilmore township, McHenry County","Gilmore township, McHenry County",13
North Dakota,"North Dakota - Gilstrap township, Adams County","Gilstrap township, Adams County",20
North Dakota,"North Dakota - Glacier township, Stutsman County","Glacier township, Stutsman County",22
North Dakota,"North Dakota - Gladstone township, LaMoure County","Gladstone township, LaMoure County",51
North Dakota,"North Dakota - Gladstone city, Stark County","Gladstone city, Stark County",239
North Dakota,"North Dakota - Glen township, LaMoure County","Glen township, LaMoure County",38
North Dakota,"North Dakota - Glenburn city, Renville County","Glenburn city, Renville County",380
North Dakota,"North Dakota - Glendale township, Logan County","Glendale township, Logan County",55
North Dakota,"North Dakota - Glenfield city, Foster County","Glenfield city, Foster County",91
North Dakota,"North Dakota - Glenfield township, Foster County","Glenfield township, Foster County",51
North Dakota,"North Dakota - Glenila township, Cavalier County","Glenila township, Cavalier County",13
North Dakota,"North Dakota - Glenmore township, LaMoure County","Glenmore township, LaMoure County",53
North Dakota,"North Dakota - Glen Ullin city, Morton County","Glen Ullin city, Morton County",807
North Dakota,"North Dakota - Glenview township, Burleigh County","Glenview township, Burleigh County",216
North Dakota,"North Dakota - Glenwood township, Walsh County","Glenwood township, Walsh County",201
North Dakota,"North Dakota - Golden township, Walsh County","Golden township, Walsh County",101
North Dakota,"North Dakota - Golden Glen township, LaMoure County","Golden Glen township, LaMoure County",108
North Dakota,"North Dakota - Golden Lake township, Steele County","Golden Lake township, Steele County",59
North Dakota,"North Dakota - Golden Valley city, Mercer County","Golden Valley city, Mercer County",182
North Dakota,"North Dakota - Golden Valley township, Williams County","Golden Valley township, Williams County",19
North Dakota,"North Dakota - Goldfield township, Bowman County","Goldfield township, Bowman County",35
North Dakota,"North Dakota - Golva city, Golden Valley County","Golva city, Golden Valley County",61
North Dakota,"North Dakota - Good Luck township, Williams County","Good Luck township, Williams County",26
North Dakota,"North Dakota - Goodrich city, Sheridan County","Goodrich city, Sheridan County",98
North Dakota,"North Dakota - Goodrich township, Sheridan County","Goodrich township, Sheridan County",29
North Dakota,"North Dakota - Gooseneck township, Divide County","Gooseneck township, Divide County",31
North Dakota,"North Dakota - Gordon township, Cavalier County","Gordon township, Cavalier County",11
North Dakota,"North Dakota - Grace township, Grand Forks County","Grace township, Grand Forks County",81
North Dakota,"North Dakota - Grace City city, Foster County","Grace City city, Foster County",63
North Dakota,"North Dakota - Graf township, Kidder County","Graf township, Kidder County",20
North Dakota,"North Dakota - Grafton city, Walsh County","Grafton city, Walsh County",4284
North Dakota,"North Dakota - Grafton township, Walsh County","Grafton township, Walsh County",288
North Dakota,"North Dakota - Grail township, McKenzie County","Grail township, McKenzie County",39
North Dakota,"North Dakota - Grainbelt township, Bowman County","Grainbelt township, Bowman County",24
North Dakota,"North Dakota - Grainfield township, Towner County","Grainfield township, Towner County",36
North Dakota,"North Dakota - Grandfield township, Eddy County","Grandfield township, Eddy County",22
North Dakota,"North Dakota - Grand Forks city, Grand Forks County","Grand Forks city, Grand Forks County",52838(r47388)
North Dakota,"North Dakota - Grand Forks township, Grand Forks County","Grand Forks township, Grand Forks County",505(r47394)
North Dakota,"North Dakota - Grand Harbor township, Ramsey County","Grand Harbor township, Ramsey County",163
North Dakota,"North Dakota - Grandin city, Cass County","Grandin city, Cass County",173
North Dakota,"North Dakota - Grandin city, Traill County","Grandin city, Traill County",0
North Dakota,"North Dakota - Grand Prairie township, Barnes County","Grand Prairie township, Barnes County",48
North Dakota,"North Dakota - Grand Rapids township, LaMoure County","Grand Rapids township, LaMoure County",90
North Dakota,"North Dakota - Grand River township, Bowman County","Grand River township, Bowman County",12
North Dakota,"North Dakota - Grand Valley township, Dickey County","Grand Valley township, Dickey County",25
North Dakota,"North Dakota - Grandview township, LaMoure County","Grandview township, LaMoure County",45
North Dakota,"North Dakota - Grano city, Renville County","Grano city, Renville County",7
North Dakota,"North Dakota - Grant township, Richland County","Grant township, Richland County",102
North Dakota,"North Dakota - Granville city, McHenry County","Granville city, McHenry County",241
North Dakota,"North Dakota - Granville township, McHenry County","Granville township, McHenry County",107
North Dakota,"North Dakota - Grass Lake township, Burleigh County","Grass Lake township, Burleigh County",69
North Dakota,"North Dakota - Grassland township, Renville County","Grassland township, Renville County",21
North Dakota,"North Dakota - Gray township, Stutsman County","Gray township, Stutsman County",41
North Dakota,"North Dakota - Great Bend city, Richland County","Great Bend city, Richland County",60
North Dakota,"North Dakota - Greatstone township, McLean County","Greatstone township, McLean County",44
North Dakota,"North Dakota - Greely township, Ward County","Greely township, Ward County",16
North Dakota,"North Dakota - Green township, Barnes County","Green township, Barnes County",84
North Dakota,"North Dakota - Greenbush township, Ward County","Greenbush township, Ward County",20
North Dakota,"North Dakota - Greendale township, Richland County","Greendale township, Richland County",104
North Dakota,"North Dakota - Greene township, Ransom County","Greene township, Ransom County",109
North Dakota,"North Dakota - Greenfield township, Griggs County","Greenfield township, Griggs County",102
North Dakota,"North Dakota - Greenfield township, Traill County","Greenfield township, Traill County",72
North Dakota,"North Dakota - Greenland township, Barnes County","Greenland township, Barnes County",42
North Dakota,"North Dakota - Greenview township, Steele County","Greenview township, Steele County",44
North Dakota,"North Dakota - Greenville township, LaMoure County","Greenville township, LaMoure County",47
North Dakota,"North Dakota - Grenora city, Williams County","Grenora city, Williams County",244
North Dakota,"North Dakota - Grenora township, Williams County","Grenora township, Williams County",8
North Dakota,"North Dakota - Grey township, Cavalier County","Grey township, Cavalier County",20
North Dakota,"North Dakota - Griffin township, Stutsman County","Griffin township, Stutsman County",51
North Dakota,"North Dakota - Grilley township, McHenry County","Grilley township, McHenry County",55
North Dakota,"North Dakota - Grover township, Renville County","Grover township, Renville County",27
North Dakota,"North Dakota - Gunkel township, Cass County","Gunkel township, Cass County",43
North Dakota,"North Dakota - Gutschmidt township, Logan County","Gutschmidt township, Logan County",28
North Dakota,"North Dakota - Gwinner city, Sargent County","Gwinner city, Sargent County",753
North Dakota,"North Dakota - Haag township, Logan County","Haag township, Logan County",25
North Dakota,"North Dakota - Haaland township, Wells County","Haaland township, Wells County",46
North Dakota,"North Dakota - Hagel township, Pierce County","Hagel township, Pierce County",87
North Dakota,"North Dakota - Hague city, Emmons County","Hague city, Emmons County",71
North Dakota,"North Dakota - Haley township, Bowman County","Haley township, Bowman County",23
North Dakota,"North Dakota - Hall township, Sargent County","Hall township, Sargent County",130
North Dakota,"North Dakota - Halliday city, Dunn County","Halliday city, Dunn County",188
North Dakota,"North Dakota - Halliday UT, Dunn County","Halliday UT, Dunn County",411
North Dakota,"North Dakota - Hamberg city, Wells County","Hamberg city, Wells County",21
North Dakota,"North Dakota - Hamburg township, Dickey County","Hamburg township, Dickey County",34
North Dakota,"North Dakota - Hamburg township, Wells County","Hamburg township, Wells County",39
North Dakota,"North Dakota - Hamerly township, Renville County","Hamerly township, Renville County",25
North Dakota,"North Dakota - Hamilton city, Pembina County","Hamilton city, Pembina County",61
North Dakota,"North Dakota - Hamilton township, Pembina County","Hamilton township, Pembina County",42
North Dakota,"North Dakota - Hamlet township, Renville County","Hamlet township, Renville County",50
North Dakota,"North Dakota - Hamlin township, Nelson County","Hamlin township, Nelson County",69
North Dakota,"North Dakota - Hammer township, Ramsey County","Hammer township, Ramsey County",52
