Geography,Geographic area,Geographic area,Total population
North Dakota,"North Dakota - Carrington township, Foster County","Carrington township, Foster County",205
North Dakota,"North Dakota - Carroll township, Slope County","Carroll township, Slope County",10
North Dakota,"North Dakota - Carson city, Grant County","Carson city, Grant County",293
North Dakota,"North Dakota - Carter township, Burke County","Carter township, Burke County",13
North Dakota,"North Dakota - Casey township, Ransom County","Casey township, Ransom County",90
North Dakota,"North Dakota - Cash township, Slope County","Cash township, Slope County",33
North Dakota,"North Dakota - Casselton city, Cass County","Casselton city, Cass County",2329
North Dakota,"North Dakota - Casselton township, Cass County","Casselton township, Cass County",78
North Dakota,"North Dakota - Castle Rock township, Hettinger County","Castle Rock township, Hettinger County",49
North Dakota,"North Dakota - Cathay city, Wells County","Cathay city, Wells County",43
North Dakota,"North Dakota - Cathay township, Wells County","Cathay township, Wells County",56
North Dakota,"North Dakota - Cato township, Ramsey County","Cato township, Ramsey County",17
North Dakota,"North Dakota - Cavalier city, Pembina County","Cavalier city, Pembina County",1302
North Dakota,"North Dakota - Cavalier township, Pembina County","Cavalier township, Pembina County",588
North Dakota,"North Dakota - Cayuga city, Sargent County","Cayuga city, Sargent County",27
North Dakota,"North Dakota - Cecil township, Bottineau County","Cecil township, Bottineau County",16
North Dakota,"North Dakota - Cedar township, Adams County","Cedar township, Adams County",24
North Dakota,"North Dakota - Cedar Creek township, Slope County","Cedar Creek township, Slope County",25
North Dakota,"North Dakota - Center city, Oliver County","Center city, Oliver County",571
North Dakota,"North Dakota - Center township, Richland County","Center township, Richland County",465
North Dakota,"North Dakota - Central township, Nelson County","Central township, Nelson County",29
North Dakota,"North Dakota - Central Adams UT, Adams County","Central Adams UT, Adams County",54
North Dakota,"North Dakota - Central Hettinger UT, Hettinger County","Central Hettinger UT, Hettinger County",40
North Dakota,"North Dakota - Central McKenzie UT, McKenzie County","Central McKenzie UT, McKenzie County",717
North Dakota,"North Dakota - Central Pierce UT, Pierce County","Central Pierce UT, Pierce County",12
North Dakota,"North Dakota - Central Slope UT, Slope County","Central Slope UT, Slope County",18
North Dakota,"North Dakota - Chain Lakes township, Ramsey County","Chain Lakes township, Ramsey County",12
North Dakota,"North Dakota - Champion township, Williams County","Champion township, Williams County",16
North Dakota,"North Dakota - Chandler township, Adams County","Chandler township, Adams County",13
North Dakota,"North Dakota - Charbon township, McKenzie County","Charbon township, McKenzie County",35
North Dakota,"North Dakota - Chase Lake UT, Stutsman County","Chase Lake UT, Stutsman County",3
North Dakota,"North Dakota - Chaseley township, Wells County","Chaseley township, Wells County",38
North Dakota,"North Dakota - Chatfield township, Bottineau County","Chatfield township, Bottineau County",44
North Dakota,"North Dakota - Cherry Lake township, Eddy County","Cherry Lake township, Eddy County",33
North Dakota,"North Dakota - Chester township, Grand Forks County","Chester township, Grand Forks County",122
North Dakota,"North Dakota - Chestina township, Kidder County","Chestina township, Kidder County",25
North Dakota,"North Dakota - Chicago township, Stutsman County","Chicago township, Stutsman County",47
North Dakota,"North Dakota - Chilton township, Hettinger County","Chilton township, Hettinger County",34
North Dakota,"North Dakota - Christiania township, Burleigh County","Christiania township, Burleigh County",37
North Dakota,"North Dakota - Christine city, Richland County","Christine city, Richland County",150
North Dakota,"North Dakota - Churchs Ferry city, Ramsey County","Churchs Ferry city, Ramsey County",12
North Dakota,"North Dakota - Clara township, Nelson County","Clara township, Nelson County",21
North Dakota,"North Dakota - Clark township, Hettinger County","Clark township, Hettinger County",31
North Dakota,"North Dakota - Clay township, Renville County","Clay township, Renville County",39
North Dakota,"North Dakota - Clayton township, Burke County","Clayton township, Burke County",34
North Dakota,"North Dakota - Clearfield township, Griggs County","Clearfield township, Griggs County",44
North Dakota,"North Dakota - Clear Lake township, Burleigh County","Clear Lake township, Burleigh County",36
North Dakota,"North Dakota - Clear Lake township, Kidder County","Clear Lake township, Kidder County",37
North Dakota,"North Dakota - Clearwater township, Mountrail County","Clearwater township, Mountrail County",56
North Dakota,"North Dakota - Cleary township, Burke County","Cleary township, Burke County",37
North Dakota,"North Dakota - Clement township, Dickey County","Clement township, Dickey County",109
North Dakota,"North Dakota - Clermont township, Adams County","Clermont township, Adams County",35
North Dakota,"North Dakota - Cleveland city, Stutsman County","Cleveland city, Stutsman County",83
North Dakota,"North Dakota - Cleveland township, Walsh County","Cleveland township, Walsh County",76
North Dakota,"North Dakota - Clifford city, Traill County","Clifford city, Traill County",44
North Dakota,"North Dakota - Clifton township, Cass County","Clifton township, Cass County",75
North Dakota,"North Dakota - Climax township, Williams County","Climax township, Williams County",11
North Dakota,"North Dakota - Clinton township, Divide County","Clinton township, Divide County",13
North Dakota,"North Dakota - Coalfield township, Divide County","Coalfield township, Divide County",34
North Dakota,"North Dakota - Coburn township, Ransom County","Coburn township, Ransom County",61
North Dakota,"North Dakota - Cogswell city, Sargent County","Cogswell city, Sargent County",99
North Dakota,"North Dakota - Coleharbor city, McLean County","Coleharbor city, McLean County",79
North Dakota,"North Dakota - Colfax city, Richland County","Colfax city, Richland County",121
North Dakota,"North Dakota - Colfax township, Richland County","Colfax township, Richland County",241
North Dakota,"North Dakota - Colgate township, Steele County","Colgate township, Steele County",93
North Dakota,"North Dakota - Colquhoun township, Renville County","Colquhoun township, Renville County",63
North Dakota,"North Dakota - Columbia township, Eddy County","Columbia township, Eddy County",34
North Dakota,"North Dakota - Columbus city, Burke County","Columbus city, Burke County",133
North Dakota,"North Dakota - Colville township, Burke County","Colville township, Burke County",65
North Dakota,"North Dakota - Colvin township, Eddy County","Colvin township, Eddy County",60
North Dakota,"North Dakota - Conklin township, Stutsman County","Conklin township, Stutsman County",12
North Dakota,"North Dakota - Connor township, Slope County","Connor township, Slope County",30
North Dakota,"North Dakota - Conway city, Walsh County","Conway city, Walsh County",23
North Dakota,"North Dakota - Coolin township, Towner County","Coolin township, Towner County",39
North Dakota,"North Dakota - Cooperstown city, Griggs County","Cooperstown city, Griggs County",984
North Dakota,"North Dakota - Cooperstown township, Griggs County","Cooperstown township, Griggs County",56
North Dakota,"North Dakota - Cordelia township, Bottineau County","Cordelia township, Bottineau County",96
North Dakota,"North Dakota - Corinne township, Stutsman County","Corinne township, Stutsman County",42
North Dakota,"North Dakota - Cornell township, Cass County","Cornell township, Cass County",59
North Dakota,"North Dakota - Corwin township, Stutsman County","Corwin township, Stutsman County",100
North Dakota,"North Dakota - Cottonwood township, Mountrail County","Cottonwood township, Mountrail County",32
North Dakota,"North Dakota - Cottonwood Lake township, McHenry County","Cottonwood Lake township, McHenry County",20
North Dakota,"North Dakota - Coulee township, Ramsey County","Coulee township, Ramsey County",65
North Dakota,"North Dakota - Courtenay city, Stutsman County","Courtenay city, Stutsman County",45
North Dakota,"North Dakota - Courtenay township, Stutsman County","Courtenay township, Stutsman County",36
North Dakota,"North Dakota - Cow Creek UT, Williams County","Cow Creek UT, Williams County",17
North Dakota,"North Dakota - Crane Creek township, Mountrail County","Crane Creek township, Mountrail County",84
North Dakota,"North Dakota - Crary city, Ramsey County","Crary city, Ramsey County",142
North Dakota,"North Dakota - Crawford township, Slope County","Crawford township, Slope County",31
North Dakota,"North Dakota - Creel township, Ramsey County","Creel township, Ramsey County",1305
North Dakota,"North Dakota - Cremerville township, McLean County","Cremerville township, McLean County",27
North Dakota,"North Dakota - Crocus township, Towner County","Crocus township, Towner County",44
North Dakota,"North Dakota - Crofte township, Burleigh County","Crofte township, Burleigh County",199
North Dakota,"North Dakota - Cromwell township, Burleigh County","Cromwell township, Burleigh County",35
North Dakota,"North Dakota - Crosby city, Divide County","Crosby city, Divide County",1070
North Dakota,"North Dakota - Crowfoot township, Mountrail County","Crowfoot township, Mountrail County",18
North Dakota,"North Dakota - Crown Hill township, Kidder County","Crown Hill township, Kidder County",7
North Dakota,"North Dakota - Crystal city, Pembina County","Crystal city, Pembina County",138
North Dakota,"North Dakota - Crystal township, Pembina County","Crystal township, Pembina County",50
North Dakota,"North Dakota - Crystal Lake township, Wells County","Crystal Lake township, Wells County",32
North Dakota,"North Dakota - Crystal Springs township, Kidder County","Crystal Springs township, Kidder County",32
North Dakota,"North Dakota - Cuba township, Barnes County","Cuba township, Barnes County",76
North Dakota,"North Dakota - Cusator township, Stutsman County","Cusator township, Stutsman County",26
North Dakota,"North Dakota - Cut Bank township, Bottineau County","Cut Bank township, Bottineau County",37
North Dakota,"North Dakota - Cypress township, Cavalier County","Cypress township, Cavalier County",40
North Dakota,"North Dakota - Dahlen township, Nelson County","Dahlen township, Nelson County",68
North Dakota,"North Dakota - Dale township, Burke County","Dale township, Burke County",27
North Dakota,"North Dakota - Dalen township, Bottineau County","Dalen township, Bottineau County",114
North Dakota,"North Dakota - Daneville township, Divide County","Daneville township, Divide County",34
North Dakota,"North Dakota - Danton township, Richland County","Danton township, Richland County",135
North Dakota,"North Dakota - Darling Springs township, Adams County","Darling Springs township, Adams County",22
North Dakota,"North Dakota - Dash township, Towner County","Dash township, Towner County",25
North Dakota,"North Dakota - Davenport city, Cass County","Davenport city, Cass County",252
North Dakota,"North Dakota - Davenport township, Cass County","Davenport township, Cass County",144
North Dakota,"North Dakota - Dawson city, Kidder County","Dawson city, Kidder County",61
North Dakota,"North Dakota - Dayton township, Nelson County","Dayton township, Nelson County",70
North Dakota,"North Dakota - Dazey city, Barnes County","Dazey city, Barnes County",104
North Dakota,"North Dakota - Dazey township, Barnes County","Dazey township, Barnes County",51
North Dakota,"North Dakota - Dean township, LaMoure County","Dean township, LaMoure County",224
North Dakota,"North Dakota - Debing township, Mountrail County","Debing township, Mountrail County",44
North Dakota,"North Dakota - Deep Creek UT, Slope County","Deep Creek UT, Slope County",22
North Dakota,"North Dakota - Deep River township, McHenry County","Deep River township, McHenry County",48
North Dakota,"North Dakota - Deepwater township, McLean County","Deepwater township, McLean County",20
North Dakota,"North Dakota - Deering city, McHenry County","Deering city, McHenry County",98
North Dakota,"North Dakota - Deering township, McHenry County","Deering township, McHenry County",107
North Dakota,"North Dakota - Deer Lake township, Stutsman County","Deer Lake township, Stutsman County",29
North Dakota,"North Dakota - De Groat township, Ramsey County","De Groat township, Ramsey County",22
North Dakota,"North Dakota - Delger township, Wells County","Delger township, Wells County",26
North Dakota,"North Dakota - Delhi township, Golden Valley County","Delhi township, Golden Valley County",29
North Dakota,"North Dakota - Denbigh township, McHenry County","Denbigh township, McHenry County",83
North Dakota,"North Dakota - Denhoff township, Sheridan County","Denhoff township, Sheridan County",31
North Dakota,"North Dakota - Denmark township, Ward County","Denmark township, Ward County",91
North Dakota,"North Dakota - Denver township, Sargent County","Denver township, Sargent County",57
North Dakota,"North Dakota - Des Lacs city, Ward County","Des Lacs city, Ward County",204
North Dakota,"North Dakota - Des Lacs township, Ward County","Des Lacs township, Ward County",85
North Dakota,"North Dakota - Devillo township, Richland County","Devillo township, Richland County",84
North Dakota,"North Dakota - Devils Lake city, Ramsey County","Devils Lake city, Ramsey County",7141
North Dakota,"North Dakota - Dewey township, Walsh County","Dewey township, Walsh County",38
North Dakota,"North Dakota - De Witt township, Divide County","De Witt township, Divide County",18
North Dakota,"North Dakota - Dexter township, Richland County","Dexter township, Richland County",67
North Dakota,"North Dakota - Dickey city, LaMoure County","Dickey city, LaMoure County",42
North Dakota,"North Dakota - Dickinson city, Stark County","Dickinson city, Stark County",17787
North Dakota,"North Dakota - Dickinson North UT, Stark County","Dickinson North UT, Stark County",2616
North Dakota,"North Dakota - Dickinson South UT, Stark County","Dickinson South UT, Stark County",516
North Dakota,"North Dakota - Dimond township, Burke County","Dimond township, Burke County",17
North Dakota,"North Dakota - Divide township, Dickey County","Divide township, Dickey County",79
North Dakota,"North Dakota - Dodds township, Nelson County","Dodds township, Nelson County",44
North Dakota,"North Dakota - Dodge city, Dunn County","Dodge city, Dunn County",87
North Dakota,"North Dakota - Dogden township, McLean County","Dogden township, McLean County",46
North Dakota,"North Dakota - Donnybrook city, Ward County","Donnybrook city, Ward County",59
North Dakota,"North Dakota - Douglas township, McLean County","Douglas township, McLean County",35
North Dakota,"North Dakota - Douglas city, Ward County","Douglas city, Ward County",64
North Dakota,"North Dakota - Dover township, Griggs County","Dover township, Griggs County",46
North Dakota,"North Dakota - Dows township, Cass County","Dows township, Cass County",43
North Dakota,"North Dakota - Drake city, McHenry County","Drake city, McHenry County",275
North Dakota,"North Dakota - Drayton city, Pembina County","Drayton city, Pembina County",824
North Dakota,"North Dakota - Drayton township, Pembina County","Drayton township, Pembina County",29
North Dakota,"North Dakota - Dresden township, Cavalier County","Dresden township, Cavalier County",41
North Dakota,"North Dakota - Driscoll township, Burleigh County","Driscoll township, Burleigh County",166
North Dakota,"North Dakota - Dry Fork township, Williams County","Dry Fork township, Williams County",42
North Dakota,"North Dakota - Dry Lake township, Ramsey County","Dry Lake township, Ramsey County",44
North Dakota,"North Dakota - Dublin township, Williams County","Dublin township, Williams County",15
North Dakota,"North Dakota - Duck Creek township, Adams County","Duck Creek township, Adams County",24
North Dakota,"North Dakota - Duerr township, Richland County","Duerr township, Richland County",118
North Dakota,"North Dakota - Dunbar township, Sargent County","Dunbar township, Sargent County",103
North Dakota,"North Dakota - Dundee township, Walsh County","Dundee township, Walsh County",90
North Dakota,"North Dakota - Dunn Center city, Dunn County","Dunn Center city, Dunn County",146
North Dakota,"North Dakota - Dunseith city, Rolette County","Dunseith city, Rolette County",773
North Dakota,"North Dakota - Durbin township, Cass County","Durbin township, Cass County",83
North Dakota,"North Dakota - Durham township, Stutsman County","Durham township, Stutsman County",50
North Dakota,"North Dakota - Dwight city, Richland County","Dwight city, Richland County",82
North Dakota,"North Dakota - Dwight township, Richland County","Dwight township, Richland County",313
North Dakota,"North Dakota - Eagle township, Richland County","Eagle township, Richland County",252
North Dakota,"North Dakota - Easby township, Cavalier County","Easby township, Cavalier County",41
North Dakota,"North Dakota - East Adams UT, Adams County","East Adams UT, Adams County",161
North Dakota,"North Dakota - East Alma township, Cavalier County","East Alma township, Cavalier County",23
North Dakota,"North Dakota - East Fork township, Benson County","East Fork township, Benson County",35
North Dakota,"North Dakota - East Fork township, Williams County","East Fork township, Williams County",18
North Dakota,"North Dakota - East Golden Valley UT, Golden Valley County","East Golden Valley UT, Golden Valley County",22
North Dakota,"North Dakota - East Grant UT, Grant County","East Grant UT, Grant County",540
North Dakota,"North Dakota - East Logan UT, Logan County","East Logan UT, Logan County",263
North Dakota,"North Dakota - East McHenry UT, McHenry County","East McHenry UT, McHenry County",86
North Dakota,"North Dakota - East McIntosh UT, McIntosh County","East McIntosh UT, McIntosh County",278
North Dakota,"North Dakota - East McKenzie UT, McKenzie County","East McKenzie UT, McKenzie County",43
North Dakota,"North Dakota - East McLean UT, McLean County","East McLean UT, McLean County",95
North Dakota,"North Dakota - Eastman township, Foster County","Eastman township, Foster County",17
North Dakota,"North Dakota - East Mercer UT, Mercer County","East Mercer UT, Mercer County",1140
North Dakota,"North Dakota - East Morton UT, Morton County","East Morton UT, Morton County",2806
North Dakota,"North Dakota - East Oliver UT, Oliver County","East Oliver UT, Oliver County",876
North Dakota,"North Dakota - Easton township, Steele County","Easton township, Steele County",54
North Dakota,"North Dakota - East Rolette UT, Rolette County","East Rolette UT, Rolette County",493
North Dakota,"North Dakota - East Stark UT, Stark County","East Stark UT, Stark County",667
North Dakota,"North Dakota - Eckelson township, Barnes County","Eckelson township, Barnes County",111
North Dakota,"North Dakota - Ecklund township, Burleigh County","Ecklund township, Burleigh County",103
North Dakota,"North Dakota - Eddy township, Eddy County","Eddy township, Eddy County",39
North Dakota,"North Dakota - Eden township, Walsh County","Eden township, Walsh County",42
North Dakota,"North Dakota - Edendale township, Steele County","Edendale township, Steele County",60
North Dakota,"North Dakota - Eden Valley township, Renville County","Eden Valley township, Renville County",44
North Dakota,"North Dakota - Edgeley city, LaMoure County","Edgeley city, LaMoure County",563
North Dakota,"North Dakota - Edgemont township, Sheridan County","Edgemont township, Sheridan County",19
North Dakota,"North Dakota - Edinburg city, Walsh County","Edinburg city, Walsh County",196
North Dakota,"North Dakota - Edmore city, Ramsey County","Edmore city, Ramsey County",182
North Dakota,"North Dakota - Edmunds township, Stutsman County","Edmunds township, Stutsman County",35
North Dakota,"North Dakota - Edna township, Barnes County","Edna township, Barnes County",76
North Dakota,"North Dakota - Egan township, Mountrail County","Egan township, Mountrail County",36
North Dakota,"North Dakota - Egeland city, Towner County","Egeland city, Towner County",28
North Dakota,"North Dakota - Egg Creek township, McHenry County","Egg Creek township, McHenry County",65
North Dakota,"North Dakota - Eidsvold township, Bottineau County","Eidsvold township, Bottineau County",35
North Dakota,"North Dakota - Elden township, Dickey County","Elden township, Dickey County",73
North Dakota,"North Dakota - Eldon township, Benson County","Eldon township, Benson County",35
North Dakota,"North Dakota - Eldorado township, Traill County","Eldorado township, Traill County",107
North Dakota,"North Dakota - Eldred township, Cass County","Eldred township, Cass County",106
North Dakota,"North Dakota - Eldridge township, Stutsman County","Eldridge township, Stutsman County",123
North Dakota,"North Dakota - Elgin township, Cavalier County","Elgin township, Cavalier County",242
North Dakota,"North Dakota - Elgin city, Grant County","Elgin city, Grant County",642
North Dakota,"North Dakota - Elk Creek township, Golden Valley County","Elk Creek township, Golden Valley County",7
North Dakota,"North Dakota - Elkhorn township, Divide County","Elkhorn township, Divide County",26
North Dakota,"North Dakota - Elkmount township, Grand Forks County","Elkmount township, Grand Forks County",50
North Dakota,"North Dakota - Ellendale city, Dickey County","Ellendale city, Dickey County",1394
North Dakota,"North Dakota - Ellendale township, Dickey County","Ellendale township, Dickey County",115
North Dakota,"North Dakota - Elling township, Pierce County","Elling township, Pierce County",46
North Dakota,"North Dakota - Elliott city, Ransom County","Elliott city, Ransom County",25
North Dakota,"North Dakota - Elliott township, Ransom County","Elliott township, Ransom County",79
North Dakota,"North Dakota - Ellisville township, Williams County","Ellisville township, Williams County",14
North Dakota,"North Dakota - Ellsbury township, Barnes County","Ellsbury township, Barnes County",28
North Dakota,"North Dakota - Elm township, Dickey County","Elm township, Dickey County",76
North Dakota,"North Dakota - Elm township, Grant County","Elm township, Grant County",46
North Dakota,"North Dakota - Elma township, Richland County","Elma township, Richland County",78
North Dakota,"North Dakota - Elmdale township, Ward County","Elmdale township, Ward County",50
North Dakota,"North Dakota - Elm Grove township, Grand Forks County","Elm Grove township, Grand Forks County",120
North Dakota,"North Dakota - Elm River township, Traill County","Elm River township, Traill County",32
North Dakota,"North Dakota - Elms township, Bottineau County","Elms township, Bottineau County",57
North Dakota,"North Dakota - Elm Tree township, McKenzie County","Elm Tree township, McKenzie County",44
North Dakota,"North Dakota - Elmwood UT, Golden Valley County","Elmwood UT, Golden Valley County",18
North Dakota,"North Dakota - Elora township, Pembina County","Elora township, Pembina County",62
North Dakota,"North Dakota - Elverum township, Pierce County","Elverum township, Pierce County",34
North Dakota,"North Dakota - Elysian township, Bottineau County","Elysian township, Bottineau County",33
North Dakota,"North Dakota - Emerado city, Grand Forks County","Emerado city, Grand Forks County",414
North Dakota,"North Dakota - Empire township, Cass County","Empire township, Cass County",114
North Dakota,"North Dakota - Enderlin city, Cass County","Enderlin city, Cass County",4
North Dakota,"North Dakota - Enderlin city, Ransom County","Enderlin city, Ransom County",882
North Dakota,"North Dakota - Enger township, Steele County","Enger township, Steele County",76
North Dakota,"North Dakota - Ensign township, Renville County","Ensign township, Renville County",127
North Dakota,"North Dakota - Enterprise township, Nelson County","Enterprise township, Nelson County",27
North Dakota,"North Dakota - Epping city, Williams County","Epping city, Williams County",100
North Dakota,"North Dakota - Equality township, Williams County","Equality township, Williams County",46
North Dakota,"North Dakota - Erie township, Cass County","Erie township, Cass County",109
North Dakota,"North Dakota - Ervin township, Traill County","Ervin township, Traill County",160
North Dakota,"North Dakota - Esmond city, Benson County","Esmond city, Benson County",100
North Dakota,"North Dakota - Esmond township, Benson County","Esmond township, Benson County",37
North Dakota,"North Dakota - Estabrook township, Foster County","Estabrook township, Foster County",74
North Dakota,"North Dakota - Estherville township, Burleigh County","Estherville township, Burleigh County",31
North Dakota,"North Dakota - Eureka township, Ward County","Eureka township, Ward County",367
North Dakota,"North Dakota - Everest township, Cass County","Everest township, Cass County",88
North Dakota,"North Dakota - Evergreen township, Ward County","Evergreen township, Ward County",7
North Dakota,"North Dakota - Excelsior township, Kidder County","Excelsior township, Kidder County",37
North Dakota,"North Dakota - Fairbanks township, Renville County","Fairbanks township, Renville County",37
North Dakota,"North Dakota - Fairdale city, Walsh County","Fairdale city, Walsh County",38
North Dakota,"North Dakota - Fairfield township, Grand Forks County","Fairfield township, Grand Forks County",117
North Dakota,"North Dakota - Fairmount city, Richland County","Fairmount city, Richland County",367
North Dakota,"North Dakota - Fairmount township, Richland County","Fairmount township, Richland County",90
North Dakota,"North Dakota - Fairview township, Sheridan County","Fairview township, Sheridan County",6
North Dakota,"North Dakota - Fairville township, Wells County","Fairville township, Wells County",35
North Dakota,"North Dakota - Falconer township, Grand Forks County","Falconer township, Grand Forks County",304
North Dakota,"North Dakota - Falsen township, McHenry County","Falsen township, McHenry County",20
North Dakota,"North Dakota - Fancher township, Ramsey County","Fancher township, Ramsey County",51
North Dakota,"North Dakota - Fargo city, Cass County","Fargo city, Cass County",105549
North Dakota,"North Dakota - Fargo township, Cass County","Fargo township, Cass County",4
North Dakota,"North Dakota - Farina township, Hettinger County","Farina township, Hettinger County",18
North Dakota,"North Dakota - Farmington township, Walsh County","Farmington township, Walsh County",176
North Dakota,"North Dakota - Farmvale township, Williams County","Farmvale township, Williams County",37
North Dakota,"North Dakota - Fay township, Burke County","Fay township, Burke County",21
North Dakota,"North Dakota - Felson township, Pembina County","Felson township, Pembina County",86
North Dakota,"North Dakota - Ferry township, Grand Forks County","Ferry township, Grand Forks County",359
North Dakota,"North Dakota - Fertile township, Mountrail County","Fertile township, Mountrail County",68
North Dakota,"North Dakota - Fertile township, Walsh County","Fertile township, Walsh County",250
North Dakota,"North Dakota - Fertile Valley township, Divide County","Fertile Valley township, Divide County",23
North Dakota,"North Dakota - Fessenden city, Wells County","Fessenden city, Wells County",479
North Dakota,"North Dakota - Field township, Nelson County","Field township, Nelson County",44
North Dakota,"North Dakota - Fillmore township, Divide County","Fillmore township, Divide County",35
North Dakota,"North Dakota - Fingal city, Barnes County","Fingal city, Barnes County",97
North Dakota,"North Dakota - Finley city, Steele County","Finley city, Steele County",445
North Dakota,"North Dakota - Finley township, Steele County","Finley township, Steele County",52
North Dakota,"North Dakota - Finn township, Logan County","Finn township, Logan County",16
North Dakota,"North Dakota - Fischbein township, Bowman County","Fischbein township, Bowman County",15
North Dakota,"North Dakota - Fisher township, Grant County","Fisher township, Grant County",16
North Dakota,"North Dakota - Flasher city, Morton County","Flasher city, Morton County",232
North Dakota,"North Dakota - Flaxton city, Burke County","Flaxton city, Burke County",66
North Dakota,"North Dakota - Flint township, Stutsman County","Flint township, Stutsman County",40
North Dakota,"North Dakota - Florance township, Foster County","Florance township, Foster County",32
North Dakota,"North Dakota - Florence Lake township, Burleigh County","Florence Lake township, Burleigh County",9
North Dakota,"North Dakota - Foothills township, Burke County","Foothills township, Burke County",21
North Dakota,"North Dakota - Forbes city, Dickey County","Forbes city, Dickey County",53
North Dakota,"North Dakota - Forde township, Nelson County","Forde township, Nelson County",34
North Dakota,"North Dakota - Fordville city, Walsh County","Fordville city, Walsh County",212
North Dakota,"North Dakota - Forest River city, Walsh County","Forest River city, Walsh County",125
North Dakota,"North Dakota - Forest River township, Walsh County","Forest River township, Walsh County",63
North Dakota,"North Dakota - Forman city, Sargent County","Forman city, Sargent County",504
North Dakota,"North Dakota - Forman township, Sargent County","Forman township, Sargent County",48
North Dakota,"North Dakota - Fort Berthold UT, Dunn County","Fort Berthold UT, Dunn County",435
North Dakota,"North Dakota - Fort Berthold UT, McKenzie County","Fort Berthold UT, McKenzie County",1399
North Dakota,"North Dakota - Fort Berthold UT, McLean County","Fort Berthold UT, McLean County",563
North Dakota,"North Dakota - Fort Berthold UT, Mercer County","Fort Berthold UT, Mercer County",62
North Dakota,"North Dakota - Forthun township, Burke County","Forthun township, Burke County",11
North Dakota,"North Dakota - Fort Ransom city, Ransom County","Fort Ransom city, Ransom County",77
North Dakota,"North Dakota - Fort Ransom township, Ransom County","Fort Ransom township, Ransom County",96
North Dakota,"North Dakota - Fort Totten UT, Benson County","Fort Totten UT, Benson County",1638
North Dakota,"North Dakota - Fortuna city, Divide County","Fortuna city, Divide County",22
North Dakota,"North Dakota - Fort Yates city, Sioux County","Fort Yates city, Sioux County",184
North Dakota,"North Dakota - Fort Yates UT, Sioux County","Fort Yates UT, Sioux County",2239
North Dakota,"North Dakota - Forward township, Wells County","Forward township, Wells County",80
North Dakota,"North Dakota - Foxholm township, Ward County","Foxholm township, Ward County",121
North Dakota,"North Dakota - Fram township, Wells County","Fram township, Wells County",58
North Dakota,"North Dakota - Francis township, Burleigh County","Francis township, Burleigh County",26
North Dakota,"North Dakota - Franklin township, Steele County","Franklin township, Steele County",41
North Dakota,"North Dakota - Frazier township, Divide County","Frazier township, Divide County",22
North Dakota,"North Dakota - Freda township, Grant County","Freda township, Grant County",10
North Dakota,"North Dakota - Frederick township, Divide County","Frederick township, Divide County",18
North Dakota,"North Dakota - Fredonia city, Logan County","Fredonia city, Logan County",46
North Dakota,"North Dakota - Freeborn township, Eddy County","Freeborn township, Eddy County",102
North Dakota,"North Dakota - Freedom township, Ward County","Freedom township, Ward County",135
North Dakota,"North Dakota - Freeman township, Richland County","Freeman township, Richland County",40
North Dakota,"North Dakota - Fremont township, Cavalier County","Fremont township, Cavalier County",55
North Dakota,"North Dakota - Freshwater township, Ramsey County","Freshwater township, Ramsey County",75
North Dakota,"North Dakota - Frettim township, Kidder County","Frettim township, Kidder County",9
North Dakota,"North Dakota - Fried township, Stutsman County","Fried township, Stutsman County",155
North Dakota,"North Dakota - Frontier city, Cass County","Frontier city, Cass County",214
North Dakota,"North Dakota - Fullerton city, Dickey County","Fullerton city, Dickey County",54
North Dakota,"North Dakota - Gackle city, Logan County","Gackle city, Logan County",310
North Dakota,"North Dakota - Galesburg city, Traill County","Galesburg city, Traill County",108
North Dakota,"North Dakota - Galesburg township, Traill County","Galesburg township, Traill County",83
North Dakota,"North Dakota - Garborg township, Richland County","Garborg township, Richland County",96
North Dakota,"North Dakota - Gardar township, Pembina County","Gardar township, Pembina County",95
North Dakota,"North Dakota - Gardena city, Bottineau County","Gardena city, Bottineau County",29
North Dakota,"North Dakota - Gardner city, Cass County","Gardner city, Cass County",74
North Dakota,"North Dakota - Gardner township, Cass County","Gardner township, Cass County",107
North Dakota,"North Dakota - Garfield township, Traill County","Garfield township, Traill County",169
North Dakota,"North Dakota - Garner township, Golden Valley County","Garner township, Golden Valley County",14
North Dakota,"North Dakota - Garness township, Burke County","Garness township, Burke County",41
North Dakota,"North Dakota - Garnet township, Divide County","Garnet township, Divide County",21
North Dakota,"North Dakota - Garrison city, McLean County","Garrison city, McLean County",1453
North Dakota,"North Dakota - Gascoyne city, Bowman County","Gascoyne city, Bowman County",16
North Dakota,"North Dakota - Gascoyne township, Bowman County","Gascoyne township, Bowman County",13
North Dakota,"North Dakota - Gasman township, Ward County","Gasman township, Ward County",158
North Dakota,"North Dakota - Gate township, McLean County","Gate township, McLean County",20
North Dakota,"North Dakota - Gates township, Eddy County","Gates township, Eddy County",43
North Dakota,"North Dakota - Gem township, Bowman County","Gem township, Bowman County",22
North Dakota,"North Dakota - Gerber township, Stutsman County","Gerber township, Stutsman County",9
North Dakota,"North Dakota - German township, Dickey County","German township, Dickey County",17
North Dakota,"North Dakota - Germania township, Stutsman County","Germania township, Stutsman County",19
North Dakota,"North Dakota - Germantown township, Wells County","Germantown township, Wells County",29
North Dakota,"North Dakota - Gerrard township, Towner County","Gerrard township, Towner County",13
North Dakota,"North Dakota - Getchell township, Barnes County","Getchell township, Barnes County",73
